System,Version,Code,Display
http://snomed.info/sct,2020-03,10528009,Lupus vulgaris (disorder)
http://snomed.info/sct,2020-03,10706006,Tuberculosis of central nervous system (disorder)
http://snomed.info/sct,2020-03,10759881000119100,Tuberculosis in mother complicating childbirth (disorder)
http://snomed.info/sct,2020-03,10893003,Tuberculous adenitis (disorder)
http://snomed.info/sct,2020-03,111825008,Tuberculosis of conjunctiva (disorder)
http://snomed.info/sct,2020-03,111830007,Tuberculosis of urinary organs (disorder)
http://snomed.info/sct,2020-03,111832004,Primary progressive tuberculosis (disorder)
http://snomed.info/sct,2020-03,11676005,Tuberculous leptomeningitis (disorder)
http://snomed.info/sct,2020-03,11999007,Inactive tuberculosis (disorder)
http://snomed.info/sct,2020-03,12137005,Tuberculous enteritis (disorder)
http://snomed.info/sct,2020-03,12677003,Tuberculosis of brain (disorder)
http://snomed.info/sct,2020-03,129211000119108,Isoniazid resistant tuberculosis of lung (disorder)
http://snomed.info/sct,2020-03,12985005,Tuberculosis of seminal vesicle (disorder)
http://snomed.info/sct,2020-03,13570003,Tuberculous tenosynovitis (disorder)
http://snomed.info/sct,2020-03,14188007,Tuberculosis of hip (disorder)
http://snomed.info/sct,2020-03,14527007,Tuberculous empyema (disorder)
http://snomed.info/sct,2020-03,15202009,Tuberculoma (disorder)
http://snomed.info/sct,2020-03,15284007,Tuberculosis of esophagus (disorder)
http://snomed.info/sct,2020-03,154283005,Pulmonary tuberculosis (disorder)
http://snomed.info/sct,2020-03,16016231000119109,Tuberculosis of right knee joint (disorder)
http://snomed.info/sct,2020-03,16016311000119107,Tuberculosis of left knee joint (disorder)
http://snomed.info/sct,2020-03,161414005,History of tuberculosis (situation)
http://snomed.info/sct,2020-03,16409009,Tuberculosis of retroperitoneal lymph nodes (disorder)
http://snomed.info/sct,2020-03,17136009,Tuberculosis of knee (disorder)
http://snomed.info/sct,2020-03,17653001,Tuberculosis of bones and/or joints (disorder)
http://snomed.info/sct,2020-03,182159002,Disseminated tuberculosis (disorder)
http://snomed.info/sct,2020-03,185113005,Tuberculosis of adrenal glands (disorder)
http://snomed.info/sct,2020-03,186172004,Tuberculous pleurisy in primary progressive tuberculosis (disorder)
http://snomed.info/sct,2020-03,186175002,Infiltrative lung tuberculosis (disorder)
http://snomed.info/sct,2020-03,186177005,Tuberculosis of lung with cavitation (disorder)
http://snomed.info/sct,2020-03,186178000,Tuberculosis of bronchus (disorder)
http://snomed.info/sct,2020-03,186182003,Tuberculosis of pleura (disorder)
http://snomed.info/sct,2020-03,186192006,Respiratory tuberculosis, bacteriologically and histologically confirmed (disorder)
http://snomed.info/sct,2020-03,186193001,Tuberculosis of lung, confirmed by sputum microscopy with or without culture (disorder)
http://snomed.info/sct,2020-03,186194007,Tuberculosis of lung, confirmed by culture only (disorder)
http://snomed.info/sct,2020-03,186195008,Tuberculosis of lung, confirmed histologically (disorder)
http://snomed.info/sct,2020-03,186199002,Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically (disorder)
http://snomed.info/sct,2020-03,186200004,Tuberculous pleurisy, confirmed bacteriologically and histologically (disorder)
http://snomed.info/sct,2020-03,186201000,Primary respiratory tuberculosis, confirmed bacteriologically and histologically (disorder)
http://snomed.info/sct,2020-03,186202007,Respiratory tuberculosis, not confirmed bacteriologically or histologically (disorder)
http://snomed.info/sct,2020-03,186203002,Tuberculosis of lung, bacteriologically and histologically negative (disorder)
http://snomed.info/sct,2020-03,186204008,Tuberculosis of lung, bacteriological and histological examination not done (disorder)
http://snomed.info/sct,2020-03,186217006,Tuberculous abscess of brain (disorder)
http://snomed.info/sct,2020-03,186225008,Tuberculosis of intestines, peritoneum and mesenteric glands (disorder)
http://snomed.info/sct,2020-03,186231006,Tuberculosis limb bones - Tuberculous dactylitis (disorder)
http://snomed.info/sct,2020-03,186259007,Scrofulous tuberculous abscess (disorder)
http://snomed.info/sct,2020-03,186263000,Tuberculous chorioretinitis (disorder)
http://snomed.info/sct,2020-03,186266008,Tuberculous chronic iridocyclitis (disorder)
http://snomed.info/sct,2020-03,186267004,Tuberculous keratoconjunctivitis (disorder)
http://snomed.info/sct,2020-03,186269001,Tuberculosis of ear (disorder)
http://snomed.info/sct,2020-03,186270000,Tuberculous Addison's disease (disorder)
http://snomed.info/sct,2020-03,186272008,Tuberculosis of stomach (disorder)
http://snomed.info/sct,2020-03,186273003,Tuberculosis of liver (disorder)
http://snomed.info/sct,2020-03,186276006,Acute miliary tuberculosis (disorder)
http://snomed.info/sct,2020-03,186278007,Acute miliary tuberculosis of multiple sites (disorder)
http://snomed.info/sct,2020-03,190710003,Tuberculous arthritis (disorder)
